Crash ID,County,Crash Severity,Crash Time,Day of Week,Latitude,Longitude,Weather Condition
15350248,Harris,Non-Incapacitating Injury,1016,Friday,29.85442734,-95.51530696,Clear
15389416,Harris,Not Injured,2230,Friday,29.83801386,-95.48871468,Clear
15350356,Harris,Incapacitating Injury,1342,Saturday,29.84093134,-95.42560099,Cloudy
15361893,Harris,Not Injured,2030,Saturday,29.59203483,-95.22253313,Clear
15372840,Harris,Not Injured,2315,Saturday,29.61657384,-95.3553361,Clear
15351064,Harris,Not Injured,105,Sunday,29.8472644,-95.502598,Clear
15351244,Harris,Not Injured,1150,Sunday,29.57075539,-95.16985451,Clear
15351245,Harris,Non-Incapacitating Injury,1130,Sunday,29.84202063,-95.49340538,Clear
15366719,Harris,Not Injured,1210,Sunday,29.83331975,-95.48365643,Clear
15355863,Harris,Possible Injury,1616,Monday,29.85979828,-95.52489212,Clear
15366438,Harris,Not Injured,35,Monday,29.56965637,-95.16890717,Cloudy
15356773,Harris,Not Injured,1150,Tuesday,29.70063971,-95.29580326,Clear
15357961,Harris,Not Injured,1720,Tuesday,30.03120725,-95.85599596,Clear
15358354,Harris,Not Injured,945,Tuesday,29.85902951,-95.5234711,Clear
15358391,Harris,Not Injured,1025,Tuesday,29.82477622,-95.47446166,Clear
15358450,Harris,Not Injured,1015,Tuesday,29.80691108,-95.45522857,Clear
15366493,Harris,Not Injured,2353,Tuesday,29.84284145,-95.48878139,Cloudy
15359589,Harris,Not Injured,2135,Wednesday,29.56732752,-95.16692368,Clear
15361386,Harris,Not Injured,1240,Wednesday,29.86538227,-95.53733934,Clear
15361460,Harris,Possible Injury,950,Wednesday,29.70242225,-95.38551104,Clear
15387272,Harris,Not Injured,1015,Wednesday,29.7605048,-95.36347309,Clear
15361859,Harris,Possible Injury,1820,Thursday,29.85932113,-95.52399297,Cloudy
15364308,Harris,Possible Injury,910,Thursday,29.73762599,-95.55993988,Cloudy
15371350,Harris,Not Injured,735,Thursday,29.55412274,-95.15477148,Cloudy
15386748,Harris,Not Injured,100,Thursday,29.83733083,-95.48882231,Cloudy
15389198,Harris,Not Injured,1824,Thursday,29.93867557,-95.39245077,Clear
15361512,Harris,Non-Incapacitating Injury,630,Friday,29.85990479,-95.52424304,Clear
15372897,Harris,Non-Incapacitating Injury,2135,Friday,29.81939479,-95.47381306,Clear
15364260,Harris,Not Injured,1315,Saturday,29.55198878,-95.15613224,Clear
15375119,Harris,Non-Incapacitating Injury,733,Saturday,29.56965637,-95.16890717,Cloudy
15365145,Harris,Not Injured,1230,Sunday,29.92410412,-95.41219633,Clear
15366726,Harris,Not Injured,1105,Sunday,29.7501548,-95.36646309,Clear
15366792,Harris,Not Injured,830,Monday,29.80523189,-95.45342949,Clear
15367749,Harris,Not Injured,1430,Monday,29.71965481,-95.35257309,Clear
15377027,Harris,Unknown,311,Monday,29.70312662,-95.48877392,Clear
15378909,Harris,Not Injured,2230,Monday,29.93844477,-95.38329308,Clear
15371064,Harris,Not Injured,1820,Tuesday,29.71705482,-95.52004305,Cloudy
15372749,Harris,Not Injured,730,Tuesday,29.93905701,-95.39636053,Rain
15382795,Harris,Not Injured,5,Tuesday,29.98417476,-95.34163309,Clear
15371320,Harris,Possible Injury,1304,Wednesday,29.72785481,-95.56801304,Cloudy
15371403,Harris,Not Injured,1205,Wednesday,29.7787648,-95.47766306,Cloudy
15374784,Harris,Not Injured,1811,Wednesday,29.86018617,-95.52568675,Clear
15375302,Harris,Possible Injury,1438,Wednesday,29.60023704,-95.31573289,Clear
15383011,Harris,Possible Injury,1255,Wednesday,29.76723262,-95.36638748,Clear
15371841,Harris,Not Injured,715,Thursday,29.83697548,-95.48759997,Clear
15374249,Harris,Not Injured,1005,Thursday,29.80854453,-95.45698323,Clear
15375034,Harris,Not Injured,1710,Friday,29.86679365,-95.5405147,Clear
15377007,Harris,Not Injured,122,Friday,29.8258529,-95.47562114,Clear
15382005,Harris,Not Injured,1330,Friday,29.82396219,-95.47358647,Clear
15382676,Harris,Unknown,1530,Friday,29.84684537,-95.35854201,Clear
15386394,Harris,Not Injured,1545,Sunday,29.56965637,-95.16890717,Clear
15380309,Harris,Not Injured,915,Monday,29.85657106,-95.51910843,Clear
15387104,Harris,Possible Injury,1130,Monday,29.56965637,-95.16890717,Cloudy
15384297,Harris,Not Injured,1811,Tuesday,29.56965637,-95.16890717,Clear
15397533,Harris,Not Injured,1720,Tuesday,29.5516358,-95.15238288,Clear
15383618,Harris,Not Injured,715,Wednesday,29.71295892,-95.38213383,Clear
15386448,Harris,Possible Injury,1525,Wednesday,29.83291557,-95.48321857,Clear
15386449,Harris,Possible Injury,1525,Wednesday,29.83294662,-95.4832522,Clear
15386678,Harris,Possible Injury,2148,Wednesday,29.86701295,-95.54100826,Cloudy
15399379,Harris,Not Injured,1430,Wednesday,29.93900802,-95.35607437,Cloudy
15386760,Harris,Not Injured,2156,Thursday,29.75028481,-95.46134307,Clear
15388524,Harris,Not Injured,745,Thursday,29.66561285,-95.2726754,Clear
15395285,Harris,Possible Injury,2041,Thursday,29.73848481,-95.41752308,Clear
15410591,Harris,Possible Injury,1815,Friday,29.93873728,-95.38329536,Clear
15390188,Harris,Not Injured,1900,Sunday,29.79434394,-95.4507162,Clear
15393038,Harris,Not Injured,735,Sunday,29.55760043,-95.15810104,Clear
15394233,Harris,Not Injured,620,Monday,29.83267852,-95.48296175,Clear
15398967,Harris,Possible Injury,1335,Monday,29.79469592,-95.54477198,Clear
15395638,Harris,Not Injured,1020,Tuesday,29.80531628,-95.4535193,Clear
15397433,Harris,Not Injured,2147,Tuesday,29.71961481,-95.52008305,Clear
15397755,Harris,Not Injured,2238,Tuesday,29.83261962,-95.48289794,Clear
15397925,Harris,Not Injured,640,Tuesday,29.79427481,-95.54464304,Clear
15398928,Harris,Not Injured,1051,Tuesday,30.031098,-95.85570567,Cloudy
15399461,Harris,Not Injured,1805,Tuesday,29.7177176,-95.52171991,Clear
15399549,Harris,Possible Injury,2206,Tuesday,29.80194765,-95.45058455,Clear
15402009,Harris,Not Injured,842,Tuesday,29.7325948,-95.25690312,Clear
15403294,Harris,Not Injured,1756,Tuesday,29.7905548,-95.40554308,Clear
15401701,Harris,Not Injured,2045,Wednesday,29.78564422,-95.46800278,Clear
15401710,Harris,Not Injured,2046,Wednesday,29.80992789,-95.48499945,Clear
15401917,Harris,Not Injured,1050,Wednesday,29.73887481,-95.38543309,Clear
15406579,Harris,Possible Injury,1055,Wednesday,29.59203483,-95.22253313,Clear
15410701,Harris,Not Injured,1945,Wednesday,29.79572349,-95.5447923,Clear
15398882,Harris,Not Injured,650,Thursday,29.71340747,-95.31269166,Clear
15399353,Harris,Not Injured,1510,Thursday,29.78313006,-95.45222228,Clear
15402338,Harris,Not Injured,2010,Thursday,29.56921489,-95.16853385,Clear
15403551,Harris,Possible Injury,1129,Thursday,29.76907154,-95.29341621,Clear
15412734,Harris,Not Injured,1620,Thursday,29.56965637,-95.16890717,Cloudy
15402174,Harris,Not Injured,1238,Friday,29.72813482,-95.62099303,Clear
15411540,Harris,Not Injured,830,Friday,29.67565482,-95.48641306,Clear
15412862,Harris,Possible Injury,1558,Friday,29.75642563,-95.29255397,Clear
15413089,Harris,Not Injured,2232,Friday,29.86007351,-95.52545098,Clear
15403031,Harris,Not Injured,2130,Saturday,29.78504893,-95.46800306,Unknown
15405886,Harris,Possible Injury,1535,Saturday,29.81984761,-95.46916269,Clear
15406550,Harris,Possible Injury,1435,Saturday,29.6011009,-95.21646596,Clear
15411544,Harris,Not Injured,840,Saturday,29.67515482,-95.49375306,Clear
15409882,Harris,Not Injured,850,Monday,29.83188241,-95.48209929,Clear
15409914,Harris,Not Injured,1550,Monday,29.84867498,-95.50510337,Clear
15411478,Fort Bend,Not Injured,1130,Monday,29.59569525,-95.46754849,Clear
15410285,Harris,Not Injured,1600,Tuesday,29.85728863,-95.52038092,Cloudy
15422094,Harris,Non-Incapacitating Injury,1301,Tuesday,29.84093134,-95.42560099,Cloudy
15413161,Harris,Not Injured,9,Wednesday,29.77320612,-95.4580141,Clear
15413330,Harris,Non-Incapacitating Injury,741,Wednesday,29.70630904,-95.30215713,Cloudy
15413747,Harris,Possible Injury,950,Wednesday,29.71961481,-95.52008305,Clear
15420006,Harris,Not Injured,940,Wednesday,29.83084106,-95.48098281,Clear
15421376,Harris,Not Injured,1245,Wednesday,29.56965637,-95.16890717,Clear
15474228,Harris,Possible Injury,1215,Thursday,29.86308478,-95.54281223,Clear
15417538,Harris,Not Injured,1210,Friday,29.79427481,-95.54464304,Clear
15424601,Harris,Not Injured,2240,Friday,29.68522915,-95.27741036,Clear
15425541,Harris,Not Injured,1003,Friday,29.71772482,-95.52006305,Clear
15424147,Harris,Not Injured,1949,Saturday,29.84307534,-95.56377972,Clear
15424202,Harris,Not Injured,1756,Saturday,29.67321108,-95.26547855,Clear
15428495,Harris,Not Injured,850,Saturday,29.7609748,-95.36427309,Clear
15428551,Harris,Not Injured,1825,Saturday,29.70838482,-95.52138305,Clear
15420162,Harris,Not Injured,1253,Sunday,29.71953498,-95.32297179,Clear
15422502,Harris,Not Injured,259,Sunday,29.83803002,-95.48873203,Clear
15424531,Harris,Not Injured,2250,Sunday,29.85043538,-95.50823573,Rain
15434908,Harris,Possible Injury,1300,Sunday,29.68922532,-95.56252009,Clear
15428393,Harris,Non-Incapacitating Injury,841,Monday,29.8648975,-95.53624871,Cloudy
15422742,Harris,Not Injured,1048,Tuesday,29.7594248,-95.36168309,Cloudy
15423036,Harris,Not Injured,900,Tuesday,29.71961481,-95.52008305,Clear
15423052,Harris,Possible Injury,1200,Tuesday,29.70839481,-95.38979376,Cloudy
15425735,Harris,Not Injured,821,Tuesday,29.93873432,-95.38367462,Cloudy
15426869,Harris,Not Injured,1240,Tuesday,29.57542676,-95.17386679,Cloudy
15424208,Harris,Not Injured,1405,Wednesday,29.93924223,-95.32758998,Cloudy
15427525,Harris,Not Injured,1150,Wednesday,29.80161878,-95.45043718,Cloudy
15428437,Harris,Possible Injury,1300,Wednesday,29.72544712,-95.41799229,Cloudy
15426797,Harris,Not Injured,656,Thursday,29.78479611,-95.60644259,Cloudy
15432463,Harris,Not Injured,1620,Thursday,29.59011483,-95.13607316,Cloudy
15428265,Harris,Not Injured,715,Friday,29.59998645,-95.46317845,Cloudy
15428310,Harris,Not Injured,1155,Friday,29.75916067,-95.37440295,Clear
15438057,Harris,Not Injured,1115,Friday,29.56901445,-95.16952501,Cloudy
15428523,Harris,Possible Injury,800,Saturday,29.86715106,-95.5413198,Clear
15429309,Harris,Not Injured,1705,Saturday,29.85177479,-95.50706638,Cloudy
15429380,Harris,Not Injured,1816,Saturday,29.55558609,-95.1561725,Clear
15429446,Harris,Not Injured,1632,Saturday,29.7586548,-95.36228309,Clear
15434606,Harris,Not Injured,1005,Saturday,29.82395181,-95.4735753,Clear
15434733,Harris,Possible Injury,1139,Saturday,29.7575748,-95.36057309,Clear
15434975,Harris,Possible Injury,945,Saturday,29.8028148,-95.48458715,Clear
15430182,Harris,Not Injured,1250,Sunday,29.74045373,-95.4669553,Clear
15432896,Harris,Not Injured,5,Monday,29.93809047,-95.43254431,Clear
15435830,Harris,Not Injured,1550,Monday,29.71469482,-95.52019305,Clear
15440242,Harris,Not Injured,1630,Monday,29.79101185,-95.54469558,Clear
15441790,Harris,Incapacitating Injury,1357,Monday,29.7942648,-95.5435002,Clear
15442093,Harris,Not Injured,1830,Monday,29.60048447,-95.30249487,Clear
15436793,Harris,Possible Injury,1640,Tuesday,29.85157168,-95.51025618,Clear
15439177,Harris,Not Injured,2255,Tuesday,29.82815258,-95.38088996,Cloudy
15440532,Harris,Not Injured,657,Tuesday,29.69537216,-95.32707231,Clear
15471791,Harris,Not Injured,630,Tuesday,29.71093481,-95.39710308,Cloudy
15438069,Harris,Incapacitating Injury,1035,Wednesday,29.59203483,-95.22253313,Clear
15438745,Harris,Possible Injury,820,Wednesday,29.85331645,-95.51333703,Clear
15440526,Harris,Not Injured,1226,Wednesday,29.55198878,-95.15613224,Clear
15440695,Harris,Not Injured,930,Wednesday,29.7812648,-95.46798306,Clear
15440717,Harris,Not Injured,540,Friday,29.84838452,-95.50458749,Clear
15441885,Harris,Not Injured,1334,Friday,29.81060416,-95.45920359,Rain
15443469,Harris,Not Injured,2250,Friday,29.7535911,-95.45780278,Clear
15444147,Harris,Not Injured,720,Friday,29.68181185,-95.339548,Cloudy
15443685,Harris,Not Injured,4,Saturday,29.84735082,-95.50275149,Cloudy
15452252,Harris,Possible Injury,1919,Saturday,29.83092851,-95.48107654,Clear
15454634,Harris,Not Injured,1209,Saturday,29.67079482,-95.3373431,Clear
15460939,Harris,Not Injured,1850,Saturday,29.93873728,-95.38329536,Clear
15443331,Harris,Not Injured,910,Sunday,29.73569331,-95.34755757,Clear
15451683,Harris,Unknown,419,Sunday,29.8016223,-95.45043876,Clear
15452350,Harris,Possible Injury,1710,Sunday,29.66843482,-95.3373531,Clear
15452535,Harris,Not Injured,100,Sunday,29.55380866,-95.15447078,Clear
15447303,Harris,Not Injured,1040,Monday,29.56899441,-95.16834574,Clear
15454696,Harris,Not Injured,827,Monday,29.7532548,-95.38398309,Clear
15475749,Harris,Not Injured,1455,Monday,29.78448309,-95.54425493,Clear
15449754,Harris,Possible Injury,1610,Tuesday,29.55366905,-95.15433711,Cloudy
15451227,Harris,Possible Injury,1610,Tuesday,29.58570563,-95.183215,Clear
15452654,Harris,Not Injured,1745,Tuesday,29.60025483,-95.32929,Clear
15459659,Harris,Not Injured,540,Tuesday,29.93839135,-95.3871509,Clear
15451959,Harris,Not Injured,1330,Wednesday,29.78175777,-95.45298505,Clear
15454854,Harris,Possible Injury,1815,Wednesday,29.67079482,-95.3373431,Clear
15453781,Harris,Not Injured,1030,Thursday,29.70932481,-95.50700305,Clear
15469179,Harris,Non-Incapacitating Injury,2145,Thursday,29.56921489,-95.16853385,Clear
15464961,Harris,Not Injured,430,Friday,29.91547477,-95.40512307,Cloudy
15491891,Harris,Non-Incapacitating Injury,1558,Friday,29.93900763,-95.35612551,Clear
15481743,Harris,Not Injured,1605,Saturday,29.61355352,-95.41989837,Clear
15462583,Harris,Not Injured,1635,Sunday,29.55554573,-95.15613386,Cloudy
15626701,Harris,Non-Incapacitating Injury,2132,Monday,29.69722172,-95.28876921,Clear
15462528,Harris,Not Injured,1849,Tuesday,29.8419901,-95.49335861,Cloudy
15463713,Harris,Not Injured,1245,Tuesday,29.8106148,-95.48577306,Cloudy
15466699,Harris,Not Injured,1300,Tuesday,29.7786248,-95.56058304,Cloudy
15463114,Harris,Not Injured,2200,Wednesday,29.80272139,-95.21878458,Clear
15463160,Harris,Not Injured,1240,Wednesday,29.55198878,-95.15613224,Clear
15475540,Harris,Not Injured,2208,Wednesday,29.83823884,-95.48895697,Clear
15469473,Harris,Not Injured,1215,Thursday,29.55366666,-95.15433482,Cloudy
15477434,Harris,Not Injured,2320,Thursday,29.84168658,-95.49291218,Clear
15478756,Harris,Not Injured,2345,Thursday,29.84803589,-95.50579577,Cloudy
15466147,Harris,Not Injured,715,Friday,29.79993737,-95.48488082,Cloudy
15468600,Harris,Incapacitating Injury,700,Friday,29.68892239,-95.56788762,Clear
15481711,Harris,Not Injured,1515,Friday,29.72802333,-95.3367721,Clear
15472460,Harris,Not Injured,2245,Saturday,29.79997947,-95.44984958,Cloudy
15470328,Harris,Possible Injury,525,Sunday,29.61741483,-95.43086308,Rain
15472017,Harris,Not Injured,2220,Sunday,29.86665316,-95.54019863,Rain
15474601,Harris,Not Injured,514,Monday,29.83220646,-95.48245035,Rain
15476455,Harris,Possible Injury,1300,Monday,29.80195049,-95.45058582,Rain
15482390,Harris,Possible Injury,1953,Monday,29.64416483,-95.50867847,Cloudy
15501674,Harris,Incapacitating Injury,1932,Monday,29.67611255,-95.48317978,Clear
15474224,Harris,Possible Injury,750,Tuesday,29.7908748,-95.54469304,Clear
15474349,Harris,Not Injured,740,Tuesday,29.83680966,-95.48898126,Clear
15475702,Harris,Not Injured,1206,Tuesday,29.57076435,-95.16784944,Clear
15475761,Harris,Non-Incapacitating Injury,1630,Tuesday,29.66644482,-95.3373031,Clear
15480202,Harris,Not Injured,1640,Tuesday,29.61660122,-95.35533533,Unknown
15481969,Harris,Incapacitating Injury,742,Tuesday,29.8003348,-95.692933,Cloudy
15485369,Harris,Not Injured,230,Tuesday,29.70572481,-95.38467309,Clear
15626736,Harris,Not Injured,640,Wednesday,29.59974483,-95.29837,Cloudy
15480115,Harris,Not Injured,645,Thursday,29.83328479,-95.48511306,Clear
15626747,Harris,Non-Incapacitating Injury,1423,Thursday,29.60025483,-95.32929,Clear
15480270,Harris,Possible Injury,815,Friday,29.86694097,-95.54084615,Cloudy
15480318,Harris,Possible Injury,736,Friday,29.85177479,-95.50706638,Cloudy
15481884,Harris,Not Injured,500,Friday,29.79406189,-95.4507856,Clear
15485353,Harris,Possible Injury,2220,Friday,29.82284403,-95.47238428,Clear
15491848,Harris,Non-Incapacitating Injury,340,Friday,29.84174349,-95.49299043,Clear
15615244,Harris,Not Injured,1551,Friday,29.93873728,-95.38329536,Cloudy
15625820,Harris,Not Injured,1030,Friday,29.82153479,-95.41590307,Clear
15481627,Harris,Not Injured,1540,Saturday,29.54475384,-95.14579393,Cloudy
15482514,Harris,Not Injured,1430,Saturday,29.5754616,-95.17389671,Clear
15482520,Harris,Not Injured,1800,Saturday,29.55291261,-95.15361071,Clear
15485499,Harris,Not Injured,306,Saturday,29.7581948,-95.35758309,Clear
15488836,Harris,Not Injured,641,Saturday,29.7522217,-95.37437939,Clear
15482806,Harris,Possible Injury,1155,Sunday,29.57185491,-95.17079896,Cloudy
15485508,Harris,Not Injured,1805,Sunday,29.54664331,-95.14760121,Clear
15488277,Harris,Not Injured,450,Sunday,29.82150856,-95.47094846,Clear
15491527,Harris,Not Injured,2242,Sunday,29.98731077,-95.34257942,Cloudy
15494096,Harris,Possible Injury,2015,Sunday,29.77621279,-95.45584653,Cloudy
15525330,Harris,Not Injured,47,Sunday,29.75407507,-95.4555482,Clear
15489998,Harris,Not Injured,555,Monday,29.86556558,-95.53775176,Cloudy
15501597,Harris,Not Injured,2000,Monday,29.67782767,-95.47722897,Clear
15615460,Harris,Not Injured,748,Monday,29.8667998,-95.54052854,Cloudy
15626169,Harris,Not Injured,735,Monday,29.76997171,-95.59416634,Rain
15488721,Harris,Not Injured,620,Tuesday,29.8320426,-95.56378934,Cloudy
15489766,Harris,Not Injured,1929,Tuesday,29.83866479,-95.48871305,Clear
15489992,Harris,Not Injured,2130,Tuesday,29.78468318,-95.58402607,Clear
15491275,Harris,Possible Injury,1730,Wednesday,29.61503786,-95.2148684,Cloudy
15491739,Harris,Unknown,2243,Wednesday,29.70571187,-95.4888046,Unknown
15496034,Harris,Not Injured,1328,Wednesday,29.7535548,-95.37020309,Clear
15490937,Harris,Not Injured,1127,Thursday,29.7532548,-95.38217309,Clear
15491773,Harris,Not Injured,404,Thursday,29.6648866,-95.26328652,Clear
15495251,Harris,Not Injured,2130,Thursday,29.71431769,-95.31409937,Unknown
15509744,Harris,Not Injured,1355,Thursday,29.77031568,-95.59152404,Clear
15625930,Harris,Not Injured,1655,Thursday,29.60111958,-95.24809065,Cloudy
15625931,Harris,Not Injured,1720,Thursday,29.59203483,-95.22253313,Cloudy
15494719,Harris,Not Injured,1045,Friday,29.74734312,-95.58674741,Cloudy
15495416,Harris,Not Injured,2330,Friday,29.68832123,-95.57080393,Clear
15506151,Harris,Not Injured,1110,Friday,29.68904368,-95.56728669,Cloudy
15629267,Harris,Not Injured,2255,Friday,29.93932476,-95.35613,Cloudy
15493898,Harris,Possible Injury,308,Saturday,29.60945638,-95.48506359,Rain
15495560,Harris,Not Injured,1805,Saturday,29.57075539,-95.16985451,Cloudy
15495564,Harris,Not Injured,958,Saturday,29.58694483,-95.22906313,Cloudy
15497862,Harris,Possible Injury,1040,Saturday,29.55110903,-95.15187633,Cloudy
15505038,Harris,Not Injured,1814,Sunday,29.55307914,-95.15377084,Clear
15626887,Harris,Not Injured,1355,Sunday,29.5698564,-95.16871153,Clear
15498019,Harris,Not Injured,455,Monday,29.85946602,-95.52425259,Cloudy
15500336,Harris,Not Injured,739,Monday,29.53895772,-95.14571015,Clear
15501477,Harris,Possible Injury,1240,Monday,29.79427481,-95.54464304,Clear
15500334,Harris,Not Injured,600,Tuesday,29.60086779,-95.228863,Clear
15503312,Harris,Not Injured,1425,Tuesday,29.67821482,-95.31959311,Clear
15501769,Harris,Not Injured,1515,Wednesday,29.8609928,-95.52745825,Clear
15503526,Harris,Not Injured,1740,Wednesday,29.79483294,-95.54477563,Clear
15504576,Harris,Not Injured,735,Wednesday,29.62837141,-95.42365523,Clear
15506754,Harris,Not Injured,710,Wednesday,29.66461248,-95.26328321,Clear
15507623,Harris,Not Injured,2330,Wednesday,29.81235305,-95.46108455,Clear
15509613,Harris,Not Injured,1430,Wednesday,29.7971134,-95.4500489,Clear
15512583,Harris,Not Injured,1140,Wednesday,29.74094391,-95.38011504,Clear
15503432,Harris,Not Injured,1438,Thursday,29.81417673,-95.48517743,Clear
15503441,Harris,Not Injured,1400,Thursday,29.79688481,-95.54471304,Cloudy
15504996,Harris,Possible Injury,2040,Thursday,29.71635481,-95.48486306,Cloudy
15509271,Harris,Not Injured,850,Thursday,29.82361912,-95.47321761,Clear
15520785,Harris,Not Injured,1750,Thursday,29.85875274,-95.52297909,Clear
15536578,Harris,Non-Incapacitating Injury,840,Thursday,29.85845681,-95.52245301,Clear
15510168,Harris,Not Injured,1150,Friday,29.53855484,-95.14822316,Cloudy
15514841,Harris,Not Injured,1510,Saturday,29.69472482,-95.49309306,Clear
15525318,Harris,Not Injured,1600,Wednesday,29.98731356,-95.34289577,Clear
15630819,Harris,Not Injured,1626,Wednesday,29.56384368,-95.16393243,Clear
15630820,Harris,Not Injured,1737,Wednesday,29.70317492,-95.29731406,Clear
15515307,Harris,Not Injured,1230,Thursday,29.58177718,-95.15522926,Clear
15615761,Harris,Possible Injury,1453,Thursday,29.93873851,-95.3831372,Cloudy
15515018,Harris,Not Injured,805,Friday,29.7985646,-95.44984969,Cloudy
15626776,Harris,Not Injured,1043,Friday,29.60106817,-95.30374306,Cloudy
15515491,Harris,Not Injured,1548,Saturday,29.80670481,-95.48485306,Cloudy
15518030,Harris,Not Injured,1255,Saturday,29.86694163,-95.54084764,Cloudy
15626915,Harris,Not Injured,55,Monday,29.60089065,-95.22705565,Fog
15519260,Harris,Not Injured,1005,Tuesday,29.78426851,-95.60658303,Clear
15523672,Harris,Not Injured,1805,Tuesday,29.81978406,-95.46909437,Clear
15521602,Harris,Not Injured,814,Wednesday,29.85177479,-95.50706638,Cloudy
15523731,Harris,Not Injured,1855,Thursday,29.5913849,-95.18970734,Cloudy
15615795,Harris,Not Injured,1150,Thursday,29.93870717,-95.38715318,Cloudy
15524353,Harris,Not Injured,615,Friday,29.68068909,-95.37935893,Rain
15525963,Harris,Not Injured,2359,Friday,29.55405174,-95.15302252,Cloudy
15526412,Harris,Not Injured,2206,Friday,29.84114918,-95.41122901,Clear
15529310,Harris,Not Injured,540,Friday,29.84840321,-95.50462067,Rain
15526620,Harris,Not Injured,1400,Saturday,29.79860405,-95.44984517,Clear
15528581,Harris,Possible Injury,1833,Saturday,29.73078481,-95.59256303,Clear
15529476,Harris,Non-Incapacitating Injury,550,Saturday,29.85120113,-95.50959748,Clear
15526674,Harris,Non-Incapacitating Injury,1419,Sunday,29.86445479,-95.54169304,Clear
15530715,Harris,Not Injured,545,Monday,29.82406446,-95.47369642,Clear
15531377,Harris,Not Injured,1830,Monday,29.55120729,-95.15197082,Clear
15537286,Harris,Possible Injury,1000,Monday,29.68884224,-95.58764304,Clear
15582977,Harris,Not Injured,1450,Monday,29.93870985,-95.38681039,Clear
15631286,Harris,Not Injured,1341,Monday,30.01893474,-95.11024314,Cloudy
15532081,Harris,Not Injured,820,Tuesday,29.8016148,-95.45208307,Cloudy
15532351,Harris,Not Injured,945,Tuesday,29.60086261,-95.2293394,Cloudy
15532947,Harris,Possible Injury,1554,Tuesday,29.79284617,-95.5447273,Cloudy
15541897,Harris,Not Injured,1720,Tuesday,29.7605048,-95.36347309,Clear
15534245,Harris,Possible Injury,1655,Wednesday,29.74231678,-95.41865839,Clear
15539844,Harris,Not Injured,955,Wednesday,29.59214205,-95.19056582,Cloudy
15541371,Harris,Not Injured,1300,Wednesday,29.8409982,-95.42059901,Clear
15568812,Harris,Not Injured,1720,Wednesday,29.75561644,-95.36470575,Clear
15626797,Harris,Not Injured,745,Wednesday,29.60090225,-95.31276783,Clear
15536540,Harris,Not Injured,1540,Thursday,29.58687483,-95.13377316,Clear
15537329,Harris,Not Injured,1625,Thursday,29.58823308,-95.18610757,Clear
15539939,Harris,Not Injured,1200,Thursday,29.55901877,-95.15945898,Clear
15545835,Harris,Non-Incapacitating Injury,2317,Thursday,29.81935164,-95.46862396,Clear
15537026,Harris,Not Injured,1100,Friday,29.75708666,-95.36489184,Cloudy
15541425,Harris,Unknown,630,Friday,29.68915482,-95.56448855,Cloudy
15545895,Harris,Non-Incapacitating Injury,1355,Friday,29.6167486,-95.19129482,Cloudy
15560050,Harris,Not Injured,7,Friday,29.67385482,-95.3365431,Rain
15537798,Harris,Not Injured,650,Saturday,29.93875019,-95.38209223,Cloudy
15541641,Harris,Not Injured,1720,Saturday,29.68907482,-95.56713304,Cloudy
15548877,Harris,Incapacitating Injury,2301,Saturday,29.85108158,-95.50938588,Cloudy
15548878,Harris,Not Injured,245,Saturday,29.85532979,-95.51690729,Cloudy
15551065,Harris,Not Injured,600,Saturday,29.7505548,-95.35980309,Clear
15542443,Harris,Not Injured,810,Sunday,29.93928107,-95.39724337,Cloudy
15554412,Harris,Not Injured,50,Sunday,29.74228129,-95.41938333,Clear
15541427,Harris,Not Injured,1251,Monday,29.68901253,-95.56744034,Clear
15559150,Harris,Possible Injury,1605,Monday,29.58725841,-95.18499814,Cloudy
15543772,Harris,Not Injured,1000,Tuesday,29.82389135,-95.4735103,Rain
15544332,Harris,Not Injured,820,Tuesday,29.54740579,-95.14833053,Cloudy
15626806,Harris,Possible Injury,735,Tuesday,29.60013969,-95.34189061,Cloudy
15543844,Harris,Not Injured,730,Wednesday,29.8033548,-95.54499304,Rain
15545735,Harris,Not Injured,730,Thursday,29.80113203,-95.44981558,Rain
15551009,Harris,Unknown,700,Thursday,29.6890855,-95.56707114,Rain
15632650,Harris,Not Injured,730,Thursday,29.82373842,-95.47334588,Rain
15548814,Harris,Possible Injury,2217,Friday,29.69884682,-95.3868866,Rain
15554198,Harris,Not Injured,1930,Friday,29.76743666,-95.36629305,Rain
15548840,Harris,Not Injured,1650,Saturday,29.59898456,-95.19769054,Clear
15554006,Harris,Not Injured,150,Saturday,29.7505148,-95.37259309,Rain
15550940,Harris,Not Injured,1829,Sunday,29.70242016,-95.29613947,Clear
15552338,Harris,Not Injured,1100,Monday,29.70938482,-95.52138305,Clear
15557106,Harris,Not Injured,1410,Monday,29.83853568,-95.48928442,Clear
15554803,Harris,Not Injured,832,Tuesday,29.77060299,-95.59268212,Cloudy
15555359,Harris,Possible Injury,1810,Tuesday,29.583574,-95.18090341,Clear
15557652,Harris,Not Injured,1840,Tuesday,29.55228966,-95.15301165,Clear
15558305,Harris,Not Injured,652,Tuesday,29.85461259,-95.51563548,Clear
15613905,Harris,Possible Injury,715,Tuesday,30.03163286,-95.8571269,Clear
15626958,Harris,Not Injured,750,Tuesday,29.60029138,-95.26672738,Cloudy
15556055,Harris,Not Injured,810,Wednesday,29.65565637,-95.26406164,Rain
15556069,Harris,Non-Incapacitating Injury,1725,Wednesday,29.69088183,-95.33962701,Clear
